proj_num,proj_num_heal,proj_tittle,data_src
1R61AT010799-01,1R61AT010799-01,"Peer-Delivered Behavioral Activation Intervention to Improve Adherence to MAT Among Low-Income, Minority Individuals With OUD",RePORTER_API_code
1R61AT010800-01,1R61AT010800-01,"Effectiveness of a CBT-based mHealth Intervention Targeting MOUD Retention, Adherence, and Opioid Use",RePORTER_API_code
1R61AT010802-01,1R61AT010802-01,A Mindfulness and Peer Mentoring Program to Improve Adherence to Medication Assisted Treatment for Opioid Use Disorders,RePORTER_API_code
1R61AT010806-01,1R61AT010806-01,Enhancing Exercise and Psychotherapy to Treat Comorbid Addiction and Pain for Improving Adherence to Medication Assisted Treatment in Opioid Use Disorders,RePORTER_API_code
1R61HL156240-01,1R61HL156240-01,Treatment of Fentanyl Overdose-Induced Respiratory Failure by Low-Dose Dexmedetomidine,RePORTER_API_code
1R61HL156248-01,1R61HL156248-01,Intranasal Leptin as A Novel Treatment of Opioid-Induced Respiratory Depression,RePORTER_API_code
1R61NS113258-01A1,NS113258-01A1,Multi-Omic Biomarkers for Neuropathic Pain Secondary to Chemotherapy,RePORTER_API_code
1R61NS113269-01,1R61NS113269-01,Validation of a novel cortical biomarker signature for pain,RePORTER_API_code
1R61NS113315-01,1R61NS113315-01,Biomarker Signature to Predict the Persistence of Post-Traumatic Headache,RePORTER_API_code
1R61NS113316-01,1R61NS113316-01,Discovery and analytical validation of Inflammatory bio-signatures of the human pain experience,RePORTER_API_code
1R61NS113329-01,1R61NS113329-01,Discovery of Biomarker Signatures Prognostic for Neuropathic Pain after Acute Spinal Cord Injury,RePORTER_API_code
1R61NS113341-01,1R61NS113341-01,Discovery of the Biomarker Signature for Neuropathic Corneal Pain,RePORTER_API_code
1R61NS114926-01,1R61NS114926-01,SPRINT: Signature for Pain Recovery IN Teens,RePORTER_API_code
1R61NS114954-01,1R61NS114954-01,The Inflammatory Index as a Biomarker for Pain in Patients with Sickle Cell Disease,RePORTER_API_code
1R61NS118651-01A1,1R61NS118651-01A1,Prognostic Biomarkers for High-Impact Chronic Pain: Development and Validation,RePORTER_API_code
1RF1AG068997-01,1RF1AG068997-01,Subchondral Bone Cavities in Osteoarthritis Pain,RePORTER_API_code
1RF1NS113256-01,1R01NS113256-01,Dnmt3a as an epigenetic target for chronic pain treatment,RePORTER_API_manual
1RF1NS113839-01,1R01NS113839-01,Target validation of a novel CGRP receptor in migraine,RePORTER_API_manual
1RF1NS113840-01,1R01NS113840-01,Nrf2 Activation for Addiction-Free Treatment of Neuropathic Pain,RePORTER_API_manual
1RF1NS113881-01,1RF1NS113881-01,Discovery and validation of a new long noncoding RNA as a novel target for neuropathic pain,RePORTER_API_code
1RF1NS113883-01,1R01NS113883-01,Sympathetic-mediated sensory neuron cluster firing as a novel therapeutic target for neuropathic pain,RePORTER_API_manual
1RF1NS113991-01,1R01NS113991-01,Disrupting ion channel scaffolding to treat neuropathic pain,RePORTER_API_manual
1RM1DA055301-01,1 RM1 DA055301-01,Integrative Treatment for Achieving Holistic Recovery from Comorbid Chronic Pain and Opioid Use Disorder,RePORTER_API_code
1RM1DA055310-01,1 RM1 DA055310-01,HEAL Initiative: Integrative Management of Chronic Pain and OUD for Whole Recovery (IMPOWR): Research Centers,RePORTER_API_code
1RM1DA055311-01,1 RM1 DA055311-01,Tailored Retention and Engagement for Equitable Treatment of OUD and Pain (TREETOP),RePORTER_API_code
1RM1DA055437-01,1 RM1 DA055437-01,Integrated Care for Chronic Pain and Opioid Use Disorder: The IMPOWR Research Center at Montefiore/Einstein (IMPOWR-ME),RePORTER_API_code
1U01DA046430-01A1,DA046430-01A1,Efficacy of buprenorphine and XR-naltrexone combination for relapse prevention in opioid use disorder,RePORTER_API_manual
1U01DA047713-01,1U01DA047713-01,PTPRD ligands for stimulant and opiate use disorders,RePORTER_API_code
1U01DA047982-01,1U01DA047982-01,Long-acting buprenorphine vs. naltrexone opioid treatments in CJS-involved adults,RePORTER_API_code
1U01DA050442-01,1U01DA050442-01,Using Implementation Interventions and Peer Recovery Support to Improve Opioid Treatment Outcomes in Community Supervision,RePORTER_API_code
1U01DA051071-01A1,U01DA051071-01A1,"Process Development, Manufacturing, and Preclinical Evaluation of a Monoclonal Antibody for Fentanyl Overdose",RePORTER_API_code
1U01DA055316-01,1U01DA055316-01,16/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055322-01,1U01DA055322-01,HEALthy Brain and Child Development Study at UAB and UA,RePORTER_API_code
1U01DA055338-01,1U01DA055338-01,8/24 The Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055342-01,1U01DA055342-01,4/6 HBCD Prenatal Experiences and Longitudinal Development (PRELUDE) Consortium,RePORTER_API_code
1U01DA055343-01,1U01DA055343-01,1/2 Assessing the Cumulative Impact of Early Life Substance and Environment Exposure on Child Neurodevelopment and Health,RePORTER_API_code
1U01DA055344-01,1U01DA055344-01,5/6 HBCD Prenatal Experiences and Longitudinal Development (PRELUDE) Consortium,RePORTER_API_code
1U01DA055347-01,1U01DA055347-01,6/6 HBCD Prenatal Experiences and Longitudinal Development (PRELUDE) Consortium Vanderbilt,RePORTER_API_code
1U01DA055349-01,1U01DA055349-01,10/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055350-01,1U01DA055350-01,7/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055352-01,1U01DA055352-01,1/6 HBCD Prenatal Experiences and Longitudinal Development (PRELUDE) Consortium,RePORTER_API_code
1U01DA055353-01,1U01DA055353-01,5/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055354-01,1U01DA055354-01,20/24 The Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055355-01,1U01DA055355-01,9/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055358-01,1U01DA055358-01,15/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055359-01,1U01DA055359-01,18/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055360-01,1U01DA055360-01,4/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055361-01,1U01DA055361-01,13/24 The Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055362-01,1U01DA055362-01,2/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055363-01,1U01DA055363-01,12/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055365-01,1U01DA055365-01,3/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055366-01,1U01DA055366-01,1/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055367-01,1U01DA055367-01,23/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055369-01,1U01DA055369-01,14/24 The Healthy Brain & Child Development National Consortium,RePORTER_API_code
1U01DA055370-01,1U01DA055370-01,21/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DA055371-01,1U01DA055371-01,17/24 Healthy Brain and Child Development National Consortium,RePORTER_API_code
1U01DK123786-01,1U01DK123786-01,Randomized ESRD Trial COmparing CBT alone VERsus with buprenorphine (RECOVER),RePORTER_API_code
1U01DK123787-01,1U01DK123787-01,University of Illinois at Chicago Hemodialysis Opioid Prescription Effort (HOPE) Clinical  Center,RePORTER_API_code
1U01DK123812-01,1U01DK123812-01,Pain Reduction and Opioid MedIcation Safety in ESRD (PROMISE) study,RePORTER_API_code
1U01DK123813-01,1U01DK123813-01,UPENN Scientific and Data Research Center for the HOPE Consortium to Reduce Pain and Opioid Use in Hemodialysis,RePORTER_API_code
1U01DK123814-01,1U01DK123814-01,"Pain, Opioids, and ESRD risk reduction with Mindfulness and Buprenorphine (POEM-B): A 3-arm multi-site randomized trial in hemodialysis patients",RePORTER_API_manual
1U01DK123816-01,1U01DK123816-01,The Hemodialysis Opioid Prescription Effort Consortium,RePORTER_API_code
1U01DK123817-01,1U01DK123817-01,Video-Telecare Collaborative Pain Management to Improve Function and Reduce Opioid Risk in Patients with End Stage Renal Disease Receiving Hemodialysis,RePORTER_API_code
1U01DK123818-01,1U01DK123818-01,Reducing Chronic Pain and Opioid Use in Hemodialysis Patients,RePORTER_API_code
1U01DK123821-01,1U01DK123821-01,Vanderbilt-West Virginia (VWV) Collaborative: A HOPE Consortium Clinical Center,RePORTER_API_code
1U01HL150551-01,1U01HL150551-01,Dual-orexin antagonism as a mechanism for improving sleep and drug abstinence in opioid use disorder,RePORTER_API_code
1U01HL150568-01,1U01HL150568-01,"Effects of experimental sleep disruption and fragmentation on cerebral Mu-opioid receptor function, Mu-opioid receptor agonist analgesia, and abuse liability.",RePORTER_API_code
1U01HL150596-01,1U01HL150596-01,The Collaboration Linking Opioid Use Disorder and Sleep (&quot;CLOUDS&quot;) Study,RePORTER_API_code
1U01HL150835-01,1U01HL150835-01,Evaluating the Role of the Orexin System in Circadian Rhythms of Sleep and Stress in Persons on Medication-Assisted Treatments for Opioid Use Disorder,RePORTER_API_code
1U18EB029251-01,1U18EB029251-01,The Injectrode - A Truly Injectable Electrode for Dorsal Root Ganglion Stimulation to Treat Pain,RePORTER_API_code
1U18EB029257-01,1U18EB029257-01,Temporal Patterns of Spinal Cord Stimulation,RePORTER_API_code
1U18EB029351-01,1U18EB029351-01,Development of an MRgFUS system for precision-targeted neuromodulation of pain circuits with simultaneous functional MRI,RePORTER_API_code
1U18EB029353-01,1U18EB029353-01,Development of a??Wireless Endovascular Nerve Stimulator for Treatment of Refractory Neuropathic Pain,RePORTER_API_code
1U18EB029354-01,1U18EB029354-01,Treating pain in sickle cell disease by means of focused ultrasound neuromodulation,RePORTER_API_code
1U18EB030607-01,1U18EB030607-01,Non-invasive Nonpharmaceutical Treatment for Neck Pain: Development of Cervical Spine-specific MR-guided Focused Ultrasound System,RePORTER_API_code
1U18EB030609-01,1U18EB030609-01,Novel Implantable Device to Negate Post-Amputation Pain,RePORTER_API_code
1U19AR076725-01,1U19AR076725-01,"HEALing LB3P: Profiling Biomechanical, Biological and Behavioral phenotypes",RePORTER_API_code
1U19AR076734-01,1U19AR076734-01,University of Michigan BACPAC Mechanistic Research Center,RePORTER_API_code
1U19AR076737-01,1U19AR076737-01,UCSF Core Center for Patient-centric Mechanistic Phenotyping in Chronic Low Back Pain,RePORTER_API_code
1U19NS126038-01,1 U19 NS126038-01,Site-directed RNA editing of Nav1.7 as a novel analgesic,RePORTER_API_code
1U24AR076730-01,1U24AR076730-01,"Back Pain Consortium (BACPAC) Research Program Data Integration, Algorithm Development and Operations Management Center",RePORTER_API_code
1U24AT010961-01,1U24AT010961-01,HEAL Collaboratory Resource Coordinating Center (PRISM),RePORTER_API_code
1U24DA050182-01,1U24DA050182-01,Coordinating Center to Support NIDA Preventing Opioid Use Disorder in Older Adolescents and Young Adults,RePORTER_API_code
1U24DA055325-01,1U24DA055325-01,The Healthy Brain and Child Development National Consortium Administrative Core,RePORTER_API_code
1U24DA055330-01,1U24DA055330-01,Healthy Brain and Child Development National Consortium Data Coordinating Center,RePORTER_API_code
1U24HD107621-01,1 U24 HD107621-01,Data Coordinating Center (DCC) for the Neonatal Opioid Withdrawal Syndrome Pharmacological Treatments Comparative Effectiveness Trial (NOWS PhaCET),RePORTER_API_code
1U24NS113784-01,1U24NS113784-01,University of Rochester Hub and Spokes for the EPPIC Network - Specialized Clinical Center,RePORTER_API_code
1U24NS113800-01,1U24NS113800-01,University of Florida Early Phase Pain Investigation Clinical Center,RePORTER_API_code
1U24NS113844-01,1U24NS113844-01,EPPIC-NET DCC,RePORTER_API_code
1U24NS113846-01,1U24NS113846-01,Medical University of South Carolina Specialized Clinical Center of EPPIC-Net,RePORTER_API_code
1U24NS113847-01,1U24NS113847-01,Early Phase Pain Investigation Clinical Network: Greater New York Clinical Center,RePORTER_API_code
1U24NS113849-01,1U24NS113849-01,The Icahn School of Medicine at Mount Sinai (ISMMS) EPPIC-Net Specialized Clinical Center,RePORTER_API_code
1U24NS113850-01,1U24NS113850-01,Clinical Coordinating Center for the Health Initiative in Early Phase Pain Investigation Clinical Network,RePORTER_API_code
1U24NS114416-01,1U24NS114416-01,Duke Pain Early-phase Research Clinical Center (PERC),RePORTER_API_code
1U24NS115678-01,1U24NS115678-01,EPPIC-Net Hub at University of Washington,RePORTER_API_code
1U24NS115679-01,1U24NS115679-01,MACC/EPICC-Net as a Hub for the HEAL Initiative EPICC-Net,RePORTER_API_code
1U24NS115689-01,1U24NS115689-01,Specialized Clinical Center at MGH for the Early Phase Pain Investigation Clinical Network,RePORTER_API_code
1U24NS115691-01,1U24NS115691-01,UPENN HEAL - Pain Clinical Trial Network Specialized Clinical Center,RePORTER_API_code
1U24NS115708-01,1U24NS115708-01,University of Pittsburgh Hub and Spoke Pain Clinical Trial Network,RePORTER_API_code
1U24NS115714-01,1U24NS115714-01,California Clinical and Translational Pain Research Consortium,RePORTER_API_code
1U2CDA050097-01,1U2CDA050097-01,JCOIN Coordination and Translation Center,RePORTER_API_code
1U2CDA050098-01,1U2CDA050098-01,Methodology and Advanced Analytics Resource Center,RePORTER_API_code
1U44NS111779-01,1U44NS111779-01,DISCOVERY OF NAV1.7 INHIBITORS FOR THE TREATMENT OF PAIN,RePORTER_API_code
1U44NS115111-01,1U44NS115111-01,"High-Resolution, Spinal Cord Stimulation for Non-Opioid Treatment of Neuropathic Pain",RePORTER_API_code
1U44NS115632-01,1U44NS115632-01,Implantable Peripheral Nerve Stimulator for Treatment of Phantom Limb Pain,RePORTER_API_code
1U44NS115692-01,1U44NS115692-01,Development and Optimization of MNK Inhibitors for the Treatment of Neuropathic Pain,RePORTER_API_code
1U44NS115732-01,1U44NS115732-01,Selective Kv7.2/3 activators for the treatment of neuropathic pain,RePORTER_API_code
1UF1DA053806-01A1,1 U01 DA053806-01A1,Development of a novel OTC naloxone product to be affordably priced and widely accessible,RePORTER_manual
1UF1DA054817-01A1,1 U01 DA054817-01A1,Preclinical Development of Novel Dual OXR/KOR Antagonists for Treatment of Substance Use Disorder,RePORTER_manual
1UF1MH121942-01,1UF1MH121942-01,Collaborating to Heal Addiction and Mental Health in Primary care (CHAMP),RePORTER_API_code
1UF1MH121944-01,1UF1MH121944-01,The Whole Health Study: Collaborative Care for OUD and Mental Health Conditions,RePORTER_API_code
1UF1MH121949-01,1UF1MH121949-01,"Patient-centered team-based primary care to Treat Opioid Use Disorder, Depression, and Other conditions",RePORTER_API_code
1UF1MH121954-01,1UF1MH121954-01,Improving Access and Treatment for Co-occurring Opioid Use Disorders and Mental Illness,RePORTER_API_code
1UG1DA049435-01,1UG1DA049435-01,Greater Southern California Node of the Clinical Trials Network,RePORTER_API_code
1UG1DA049436-01,1UG1DA049436-01,Appalachian Node,RePORTER_API_code
1UG1DA049444-01,1UG1DA049444-01,Greater Intermountain Node,RePORTER_API_code
1UG1DA049467-01,1UG1DA049467-01,Great Lakes Node of the Drug Abuse Clinical Trials Network,RePORTER_API_code
1UG1DA049468-01,1UG1DA049468-01,"New Mexico Clinical Trials Node: Clinical research and practice to address substance use in diverse, rural and underserved populations",RePORTER_API_code
1UG1DA050065-01,1UG1DA050065-01,Improving Retention across the OUD Service Cascade upon Re-entry from Jail using Recovery Management Checkups,RePORTER_API_code
1UG1DA050066-01,1UG1DA050066-01,Reducing Opioid Mortality in Illinois (ROMI),RePORTER_API_code
1UG1DA050067-01,1UG1DA050067-01,Massachusetts Justice Community Opioid Innovation Network (JCOIN) Clinical Research Center,RePORTER_API_code
1UG1DA050069-01,1UG1DA050069-01,Kentucky Womens Justice Community Opioid Innovation Network (WJCOIN),RePORTER_API_code
1UG1DA050071-01,1UG1DA050071-01,Facilitating Opioid Care Connections: System level strategies to improve use of MAT and movement through the opioid care cascade for defendants in a new Opioid Court system,RePORTER_API_code
1UG1DA050072-01,1UG1DA050072-01,"Transitions Clinic Network: Post Incarceration Addiction Treatment, Healthcare, and Social Support (TCN PATHS) study",RePORTER_API_code
1UG1DA050074-01,1UG1DA050074-01,Justice Community Opioid Innovation Network (JCOIN): TCU Clinical Research Center,RePORTER_API_code
1UG1DA050077-01,1UG1DA050077-01,A comparative effectiveness trial of extended release naltrexone versus extended-release buprenorphine with individuals leaving jail,RePORTER_API_code
1UG1HD107580-01,1UG1 HD107580-01,UAB Clinical Site HEAL Neonatal Opioid Withdrawal Pharmacological Treatments,RePORTER_API_code
1UG1HD107616-01,1UG1 HD107616-01,HEAL Initiative: Neonatal Opioid Withdrawal Syndrome Pharmacological Treatments Comparative Effectiveness Trial: Cincinnati Site,RePORTER_API_code
1UG1HD107627-01,1UG1 HD107627-01,HEAL Initiative: Neonatal Opioid Withdrawal Syndrome Pharmacological Treatments Comparative Effectiveness Trial New Mexico Site,RePORTER_API_code
1UG1HD107628-01,1UG1 HD107628-01,Thomas Jefferson University Hospital Clinical Site for HEAL NOWS Pharmacologic Trial,RePORTER_API_code
1UG1HD107631-01,1UG1 HD107631-01,Neonatal Treatment Trial,RePORTER_API_code
1UG1HD107649-01,1UG1 HD107649-01,Neonatal Opioid Withdrawal Syndrome (NOWS) in Kentucky: Improving Outcomes for Infants,RePORTER_API_code
1UG1HD107650-01,1UG1 HD107650-01,HEAL Initiative: Neonatal Opioid Withdrawal Syndrome Pharmacological Treatments Comparative Effectiveness Trial Clinical Site,RePORTER_API_code
1UG1HD107653-01,1UG1 HD107653-01,Incorporating nonpharmacologic approaches into a comparative effectiveness pharmacologic trial for neonates with neonatal opioid withdrawal syndrome (NOWS),RePORTER_API_code
1UG3AG067493-01,1UG3AG067493-01,Tailored Non-Pharmacotherapy Services for Chronic Pain: Testing Scalable and Pragmatic Approaches,RePORTER_API_code
1UG3AG067593-01,1UG3AT010669-01,Non-pharmacological Options in postoperative Hospital-based And Rehabilitation pain Management (NOHARM) pragmatic clinical trial,RePORTER_API_manual
1UG3AR076387-01,1UG3AR076387-01,Fibromyalgia TENS in Physical Therapy Study (TIPS): An embedded pragmatic clinical trial,RePORTER_API_code
1UG3AR076568-01,1UG3AR076568-01,Proof of concept study to treat negative affect in chronic low back pain,RePORTER_API_code
1UG3AR076573-01,1UG3AR076573-01,Randomized-controlled trial of virtual reality for chronic low back pain to improve patient-reported outcomes and physical activity,RePORTER_API_code
1UG3AR077360-01,1UG3AR077360-01,A sequenced-strategy for improving outcomes in patients with knee osteoarthritis pain,RePORTER_API_code
1UG3AT010621-01,1UG3AT010621-01,Group-based mindfulness for patients with chronic low back pain in the primary care setting,RePORTER_API_code
1UG3AT010739-01,1UG3AT010739-01,Pragmatic Trial of Acupuncture for Chronic Low Back Pain in Older Adults,RePORTER_API_code
1UG3AT011265-01,1UG3AT011265-01,Hybrid Effectiveness-Implementation Trial of Guided Relaxation and Acupuncture for Chronic Sickle Cell Disease Pain,RePORTER_API_code
1UG3CA261067-01,1UG3CA261067-01,Optimizing the Use of Ketamine to Reduce Chronic Postsurgical Pain,RePORTER_API_code
1UG3DA047680-01,1UG3DA047680-01,A novel therapeutic to ameliorate chronic pain and reduce opiate use,RePORTER_API_code
1UG3DA047682-01,1UG3DA047682-01,PF614 MPAR Abuse Deterrent opioid prodrug with overdose protection: Pre-Clinical Development and Phase 1 Clinical Trial,RePORTER_API_manual
1UG3DA047699-01,1UG3DA047699-01,"Development of ITI-333, a ?-opioid Receptor Partial Agonist and 5HT2A and D1 Receptor Antagonist, for the Treatment of Opioid Use Disorders",RePORTER_API_code
1UG3DA047700-01,1UG3DA047700-01,Biased Mu-Opioid Receptor Analgesics to Prevent Overdose and Opioid Use Disorders,RePORTER_API_code
1UG3DA047707-01,1UG3DA047707-01,Nalmefene Implant for the Long-Term Treatment of Opioid Use Disorder,RePORTER_API_manual
1UG3DA047708-01,1UG3DA047708-01,Development of a safe and effective novel mechanism analgesic to treat moderate to severe pain with low or absent abuse liability.,RePORTER_API_code
1UG3DA047709-01,1UG3DA047709-01,An ultra-long-acting oral treatment for opioid use disorder,RePORTER_API_code
1UG3DA047711-01,1UG3DA047711-01,Phase 1a/1b Clinical Trials of Multivalent Opioid Vaccine Components,RePORTER_API_code
1UG3DA047717-01,1UG3DA047717-01,MOR/DOR Heterodimer Antagonists: A Novel Treatment for Opioid Dependence,RePORTER_API_code
1UG3DA047720-01,1UG3DA047720-01,Evaluation of safety and pharmacokinetics of naltrexone implant,RePORTER_API_manual
1UG3DA047793-01,1UG3DA047793-01,TDCS TO DECREASE OPIOID RELAPSE,RePORTER_API_code
1UG3DA047925-01,1UG3DA047925-01,Development of a 3-month implantable depot pellet of Naltrexone for the treatment of Opioid Use Disorder.,RePORTER_API_code
1UG3DA048234-01,1UG3DA048234-01,Development of a novel drug for treating opioid use disorder,RePORTER_API_code
1UG3DA048338-01A1,1UG3DA048338-01A1,A Long-Acting Bioabsorbable Naltrexone Subcutaneous Implant for Opioid Use Disorder,RePORTER_API_code
1UG3DA048351-01,1UG3DA048351-01,A Phase I/IIa Clinical Trial Testing the Safety and Immunogenicity of a Heroin Vaccine and its Efficacy Against Morphine Challenge.,RePORTER_API_code
1UG3DA048353-01,1UG3DA048353-01,Opioid use disorders: UF Pharmacy medications discovery and development,RePORTER_API_code
1UG3DA048371-01,1UG3DA048371-01,Development of Next-generation Pharmacotherapy for Opioid Use Disorders,RePORTER_API_code
1UG3DA048375-01,1UG3DA048375-01,"The long-term reduction of pain and opioid usage following mastectomy and tissue expander/implant surgery with a single administration of brivoligide, a non-opioid, disease-modifying drug candidate",RePORTER_API_code
1UG3DA048379-01,1UG3DA048379-01,"Arylepoxamides: A new class of potent, safer analgesics",RePORTER_API_code
1UG3DA048385-01,1UG3DA048385-01,Development of novel therapeutics for opioid dependence,RePORTER_API_code
1UG3DA048386-01,1UG3DA048386-01,Vaccines for fentanyl and its derivatives: A strategy to reduce illicit use and overdose,RePORTER_API_code
1UG3DA048387-01A1,1UG3DA048387-01A1,Methocinnamox (MCAM): A novel ?-opioid receptor antagonist for opioid use disorders,RePORTER_API_code
1UG3DA048388-01,1UG3DA048388-01,Cannabidiol Effects on Craving and Relapse Prevention in Opioid Use Disorder,RePORTER_API_manual
1UG3DA048502-01A1,1UG3DA048502-01A1,Non-Invasive Vagal Nerve Stimulation in Patients with Opioid Use Disorders,RePORTER_API_code
1UG3DA048508-01,1UG3DA048508-01,Combined tDCS and Cognitive Training for the Treatment of Opioid Addiction,RePORTER_API_code
1UG3DA048734-01,1UG3DA048734-01,Evaluating Suvorexant for Sleep Disturbance in Opioid Use Disorder,RePORTER_API_code
1UG3DA048743-01,1UG3DA048743-01,"Advancing KNX100 for the treatment of opioid withdrawal: preclinical efficacy and toxicology, and a phase 1 clinical program.",RePORTER_API_code
1UG3DA048745-01A1,1UG3DA048745-01A1,Nalmefene Long-Acting Injectable (AP007) for the Treatment of Opioid Use Disorder,RePORTER_API_code
1UG3DA048767-01,1UG3DA048767-01,Development of a Soluble Epoxide Hydrolase Inhibitor to Spare or Replace Opioid Analgesics,RePORTER_API_code
1UG3DA048768-01A1,1UG3DA048768-01A1,Novel LAAM formulations to treat Opioid Use Disorder,RePORTER_API_code
1UG3DA048774-01,1UG3DA048774-01,Injectable naltrexone 2-month depot formulations,RePORTER_API_code
1UG3DA048775-01,1UG3DA048775-01,Novel nanovaccines against opioid use disorders,RePORTER_API_code
1UG3DA049598-01,1UG3DA049598-01,Novel Therapeutics for Opioid Use Disorder in the Acute Overdose and Maintenance Settings,RePORTER_API_code
1UG3DA049599-01,1UG3DA049599-01,Development of a Potent and Highly Selective NaV1.7 Inhibitor for the Treatment of Acute Pain with the Goal of Reducing Opioid Use and Preventing Opioid Use Disorders,RePORTER_API_code
1UG3DA049694-01,1UG3DA049694-01,Combining Pregabalin with Lofexidine: Can it Increase the Success of Transition to Naltrexone?,RePORTER_API_code
1UG3DA050173-01,1UG3DA050173-01,Optimized Interventions to Prevent Opioid Use Disorder among Adolescents and Young Adults in the Emergency Department,RePORTER_API_manual
1UG3DA050174-01,1UG3DA050174-01,"Prevention of OUD: The HOME (Housing, Opportunities, Motivation and Engagement) Randomized Trial",RePORTER_API_code
